caseID,objectID,object_type,object_name,delivery_time,output_time,condition,content
1,1_BOSP_1,component,car_hd_BOSP,2025-01-01T06:00:00,2025-01-01T07:49:42,1.0,car_hd_BOSP
1,1_BOSP_2,component,car_hd_BOSP,2025-01-01T06:00:00,2025-01-01T07:53:02,1.0,car_hd_BOSP
1,1_BAT,component,car_hd_BAT,2025-01-01T06:00:00,2025-01-01T08:05:34,1.0,car_hd_BAT
1,1_RT_1,component,car_hd_RT,2025-01-01T06:00:00,2025-01-01T08:08:54,1.0,car_hd_RT
1,1_RT_2,component,car_hd_RT,2025-01-01T06:00:00,2025-01-01T08:12:14,1.0,car_hd_RT
1,1_FT_1,component,car_hd_FT,2025-01-01T06:00:00,2025-01-01T08:15:34,1.0,car_hd_FT
2,2_BOSP_1,component,car_hd_BOSP,2025-01-01T06:01:00,2025-01-01T08:18:54,1.0,car_hd_BOSP
1,1_FT_2,component,car_hd_FT,2025-01-01T06:00:00,2025-01-01T08:22:14,1.0,car_hd_FT
2,2_BOSP_2,component,car_hd_BOSP,2025-01-01T06:01:00,2025-01-01T08:26:54,1.0,car_hd_BOSP
2,2_BAT,component,car_hd_BAT,2025-01-01T06:01:00,2025-01-01T08:30:14,1.0,car_hd_BAT
2,2_RT_1,component,car_hd_RT,2025-01-01T06:01:00,2025-01-01T08:33:34,1.0,car_hd_RT
2,2_RT_2,component,car_hd_RT,2025-01-01T06:01:00,2025-01-01T08:36:54,1.0,car_hd_RT
2,2_FT_1,component,car_hd_FT,2025-01-01T06:01:00,2025-01-01T08:40:14,1.0,car_hd_FT
2,2_FT_2,component,car_hd_FT,2025-01-01T06:01:00,2025-01-01T08:43:34,1.0,car_hd_FT
3,3_BOSP_1,component,car_tl_BOSP,2025-01-01T06:02:00,2025-01-01T08:48:14,1.0,car_tl_BOSP
3,3_BOSP_2,component,car_tl_BOSP,2025-01-01T06:02:00,2025-01-01T08:51:34,1.0,car_tl_BOSP
1,1_SSA_1,component,car_hd_SSA,2025-01-01T06:00:00,2025-01-01T08:54:54,1.0,car_hd_SSA
2,2_SSA_1,component,car_hd_SSA,2025-01-01T06:01:00,2025-01-01T08:59:34,1.0,car_hd_SSA
3,3_BAT,component,car_tl_BAT,2025-01-01T06:02:00,2025-01-01T09:04:14,1.0,car_tl_BAT
3,3_RT_1,component,car_tl_RT,2025-01-01T06:02:00,2025-01-01T09:07:34,1.0,car_tl_RT
1,1_SSA_2,component,car_hd_SSA,2025-01-01T06:00:00,2025-01-01T09:10:54,1.0,car_hd_SSA
1,1_FAX,component,car_hd_FAX,2025-01-01T06:00:00,2025-01-01T09:14:14,1.0,car_hd_FAX
2,2_SSA_2,component,car_hd_SSA,2025-01-01T06:01:00,2025-01-01T09:18:54,1.0,car_hd_SSA
2,2_FAX,component,car_hd_FAX,2025-01-01T06:01:00,2025-01-01T09:22:14,1.0,car_hd_FAX
1,1_CHS,component,car_hd_CHS,2025-01-01T06:00:00,2025-01-01T09:25:34,1.0,car_hd_CHS
2,2_CHS,component,car_hd_CHS,2025-01-01T06:01:00,2025-01-01T09:30:14,1.0,car_hd_CHS
3,3_RT_2,component,car_tl_RT,2025-01-01T06:02:00,2025-01-01T09:34:54,1.0,car_tl_RT
1,1_BSA_1,component,car_hd_BSA,2025-01-01T06:00:00,2025-01-01T09:38:14,1.0,car_hd_BSA
2,2_BSA_1,component,car_hd_BSA,2025-01-01T06:01:00,2025-01-01T09:42:54,1.0,car_hd_BSA
3,3_FT_1,component,car_tl_FT,2025-01-01T06:02:00,2025-01-01T09:47:34,1.0,car_tl_FT
3,3_FT_2,component,car_tl_FT,2025-01-01T06:02:00,2025-01-01T09:50:54,1.0,car_tl_FT
1,1_BSA_2,component,car_hd_BSA,2025-01-01T06:00:00,2025-01-01T09:54:14,1.0,car_hd_BSA
1,1_RAX_HD,component,car_hd_RAX_HD,2025-01-01T06:00:00,2025-01-01T09:57:34,1.0,car_hd_RAX_HD
2,2_BSA_2,component,car_hd_BSA,2025-01-01T06:01:00,2025-01-01T10:02:14,1.0,car_hd_BSA
2,2_RAX_HD,component,car_hd_RAX_HD,2025-01-01T06:01:00,2025-01-01T10:05:34,1.0,car_hd_RAX_HD
5,5_BOSP_1,component,car_hd_BOSP,2025-01-01T06:04:00,2025-01-01T10:08:54,1.0,car_hd_BOSP
6,6_BOSP_1,component,car_tl_BOSP,2025-01-01T06:05:00,2025-01-01T10:13:34,1.0,car_tl_BOSP
5,5_BOSP_2,component,car_hd_BOSP,2025-01-01T06:04:00,2025-01-01T10:16:54,1.0,car_hd_BOSP
6,6_BOSP_2,component,car_tl_BOSP,2025-01-01T06:05:00,2025-01-01T10:21:34,1.0,car_tl_BOSP
5,5_BAT,component,car_hd_BAT,2025-01-01T06:04:00,2025-01-01T10:24:54,1.0,car_hd_BAT
6,6_BAT,component,car_tl_BAT,2025-01-01T06:05:00,2025-01-01T10:29:34,1.0,car_tl_BAT
5,5_RT_1,component,car_hd_RT,2025-01-01T06:04:00,2025-01-01T10:34:14,1.0,car_hd_RT
6,6_RT_1,component,car_tl_RT,2025-01-01T06:05:00,2025-01-01T10:38:54,1.0,car_tl_RT
3,3_CRE,component,car_tl_CRE,2025-01-01T06:02:00,2025-01-01T10:43:34,1.0,car_tl_CRE
5,5_RT_2,component,car_hd_RT,2025-01-01T06:04:00,2025-01-01T10:46:54,1.0,car_hd_RT
5,5_FT_1,component,car_hd_FT,2025-01-01T06:04:00,2025-01-01T10:50:14,1.0,car_hd_FT
6,6_RT_2,component,car_tl_RT,2025-01-01T06:05:00,2025-01-01T10:54:54,1.0,car_tl_RT
6,6_FT_1,component,car_tl_FT,2025-01-01T06:05:00,2025-01-01T10:58:14,1.0,car_tl_FT
5,5_FT_2,component,car_hd_FT,2025-01-01T06:04:00,2025-01-01T11:01:34,1.0,car_hd_FT
6,6_FT_2,component,car_tl_FT,2025-01-01T06:05:00,2025-01-01T11:06:14,1.0,car_tl_FT
6,6_CRE,component,car_tl_CRE,2025-01-01T06:05:00,2025-01-01T11:09:34,1.0,car_tl_CRE
7,7_BOSP_1,component,car_hd_BOSP,2025-01-01T06:06:00,2025-01-01T11:14:14,1.0,car_hd_BOSP
7,7_BOSP_2,component,car_hd_BOSP,2025-01-01T06:06:00,2025-01-01T11:17:34,1.0,car_hd_BOSP
7,7_BAT,component,car_hd_BAT,2025-01-01T06:06:00,2025-01-01T11:20:54,1.0,car_hd_BAT
7,7_RT_1,component,car_hd_RT,2025-01-01T06:06:00,2025-01-01T11:24:14,1.0,car_hd_RT
7,7_RT_2,component,car_hd_RT,2025-01-01T06:06:00,2025-01-01T11:27:34,1.0,car_hd_RT
7,7_FT_1,component,car_hd_FT,2025-01-01T06:06:00,2025-01-01T11:30:54,1.0,car_hd_FT
5,5_SSA_1,component,car_hd_SSA,2025-01-01T06:04:00,2025-01-01T11:34:14,1.0,car_hd_SSA
7,7_FT_2,component,car_hd_FT,2025-01-01T06:06:00,2025-01-01T11:38:54,1.0,car_hd_FT
7,7_SSA_1,component,car_hd_SSA,2025-01-01T06:06:00,2025-01-01T11:42:14,1.0,car_hd_SSA
7,7_SSA_2,component,car_hd_SSA,2025-01-01T06:06:00,2025-01-01T11:45:34,1.0,car_hd_SSA
5,5_SSA_2,component,car_hd_SSA,2025-01-01T06:04:00,2025-01-01T11:48:54,1.0,car_hd_SSA
5,5_FAX,component,car_hd_FAX,2025-01-01T06:04:00,2025-01-01T11:52:14,1.0,car_hd_FAX
7,7_FAX,component,car_hd_FAX,2025-01-01T06:06:00,2025-01-01T11:56:54,1.0,car_hd_FAX
7,7_CHS,component,car_hd_CHS,2025-01-01T06:06:00,2025-01-01T12:00:14,1.0,car_hd_CHS
5,5_CHS,component,car_hd_CHS,2025-01-01T06:04:00,2025-01-01T12:03:34,1.0,car_hd_CHS
7,7_BSA_1,component,car_hd_BSA,2025-01-01T06:06:00,2025-01-01T12:08:14,1.0,car_hd_BSA
7,7_BSA_2,component,car_hd_BSA,2025-01-01T06:06:00,2025-01-01T12:11:34,1.0,car_hd_BSA
7,7_RAX_HD,component,car_hd_RAX_HD,2025-01-01T06:06:00,2025-01-01T12:14:54,1.0,car_hd_RAX_HD
5,5_BSA_1,component,car_hd_BSA,2025-01-01T06:04:00,2025-01-01T12:18:14,1.0,car_hd_BSA
4,4_BOSP_1,component,car_tl_BOSP,2025-01-01T06:03:00,2025-01-01T12:22:54,1.0,car_tl_BOSP
4,4_BOSP_2,component,car_tl_BOSP,2025-01-01T06:03:00,2025-01-01T12:26:14,1.0,car_tl_BOSP
4,4_BAT,component,car_tl_BAT,2025-01-01T06:03:00,2025-01-01T12:29:34,1.0,car_tl_BAT
5,5_BSA_2,component,car_hd_BSA,2025-01-01T06:04:00,2025-01-01T12:32:54,1.0,car_hd_BSA
5,5_RAX_HD,component,car_hd_RAX_HD,2025-01-01T06:04:00,2025-01-01T12:36:14,1.0,car_hd_RAX_HD
4,4_RT_1,component,car_tl_RT,2025-01-01T06:03:00,2025-01-01T12:40:54,1.0,car_tl_RT
4,4_RT_2,component,car_tl_RT,2025-01-01T06:03:00,2025-01-01T12:44:14,1.0,car_tl_RT
4,4_FT_1,component,car_tl_FT,2025-01-01T06:03:00,2025-01-01T12:47:34,1.0,car_tl_FT
4,4_FT_2,component,car_tl_FT,2025-01-01T06:03:00,2025-01-01T12:50:54,1.0,car_tl_FT
4,4_CRE,component,car_tl_CRE,2025-01-01T06:03:00,2025-01-01T12:54:14,1.0,car_tl_CRE
