caseID,product_type,delivery_time,condition,target_components,missing_components
15,car_hd,2025-01-02T06:06:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
16,car_hd,2025-01-02T06:07:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
17,car_hd,2025-01-03T06:00:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
18,car_hd,2025-01-03T06:01:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
19,car_hd,2025-01-03T06:02:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
20,car_hd,2025-01-03T06:03:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
21,car_hd,2025-01-03T06:04:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
22,car_hd,2025-01-03T06:05:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
23,car_hd,2025-01-03T06:06:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
24,car_hd,2025-01-03T06:07:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
25,car_hd,2025-01-04T06:00:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
26,car_hd,2025-01-04T06:01:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
27,car_hd,2025-01-04T06:02:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
28,car_hd,2025-01-04T06:03:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
29,car_hd,2025-01-04T06:04:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
30,car_hd,2025-01-04T06:05:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
31,car_hd,2025-01-04T06:06:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
32,car_hd,2025-01-04T06:07:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
33,car_hd,2025-01-05T06:00:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
34,car_hd,2025-01-05T06:01:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
35,car_hd,2025-01-05T06:02:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
36,car_hd,2025-01-05T06:03:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
37,car_hd,2025-01-05T06:04:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
38,car_hd,2025-01-05T06:05:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
39,car_hd,2025-01-05T06:06:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
40,car_hd,2025-01-05T06:07:00,1.0,"{""BOSP"": 2, ""BAT"": 1, ""RT"": 2, ""FT"": 2, ""FRONT_AXIS_GROUP_SSA"": 2, ""FRONT_AXIS_GROUP_FAX"": 1, ""REAR_AXIS_GROUP_CHS"": 1, ""REAR_AXIS_GROUP_BSA"": 2, ""REAR_AXIS_GROUP_RAX_HD"": 1}",[]
