exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp060,system_03,rear,a06,1,prod_001_car_sa,car_sa,2025-01-01 06:00:00,2025-01-01 07:10:08,2025-01-01 09:21:47,202,132,9,0,9,100.0,False,
exp060,system_03,rear,a06,2,prod_002_car_sa,car_sa,2025-01-01 06:01:00,2025-01-01 07:21:56,2025-01-01 10:42:56,282,201,9,0,9,100.0,False,
exp060,system_03,rear,a06,3,prod_003_car_sa,car_sa,2025-01-01 06:02:00,2025-01-01 07:35:00,2025-01-01 11:37:34,336,243,9,0,9,100.0,False,
exp060,system_03,rear,a06,4,prod_004_car_rd,car_rd,2025-01-01 06:03:00,2025-01-01 07:06:00,2025-01-01 12:10:48,368,305,8,0,8,100.0,False,
exp060,system_03,rear,a06,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 08:01:47,2025-01-01 13:02:09,418,300,9,0,9,100.0,False,
exp060,system_03,rear,a06,6,prod_006_car_rd,car_rd,2025-01-01 06:05:00,2025-01-01 07:17:48,2025-01-01 13:35:55,451,378,8,0,8,100.0,False,
exp060,system_03,rear,a06,7,prod_007_car_rd,car_rd,2025-01-01 06:06:00,2025-01-01 07:27:32,2025-01-01 14:09:40,484,402,8,0,8,100.0,False,
exp060,system_03,rear,a06,8,prod_008_car_sa,car_sa,2025-01-01 06:07:00,2025-01-01 09:52:44,2025-01-01 15:13:06,546,320,9,0,9,100.0,False,
exp060,system_03,rear,a06,9,prod_009_car_rd,car_rd,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 12:03:14,363,296,8,0,8,100.0,False,
exp060,system_03,rear,a06,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:17:28,2025-01-02 12:35:40,395,318,8,0,8,100.0,False,
exp060,system_03,rear,a06,11,prod_011_car_sa,car_sa,2025-01-02 06:02:00,2025-01-02 07:11:52,2025-01-02 09:29:06,207,137,9,0,9,100.0,False,
exp060,system_03,rear,a06,12,prod_012_car_rd,car_rd,2025-01-02 06:03:00,2025-01-02 07:27:12,2025-01-02 13:09:26,426,342,8,0,8,100.0,False,
exp060,system_03,rear,a06,13,prod_013_car_rd,car_rd,2025-01-02 06:04:00,2025-01-02 07:45:02,2025-01-02 13:43:12,459,358,8,0,8,100.0,False,
exp060,system_03,rear,a06,14,prod_014_car_sa,car_sa,2025-01-02 06:05:00,2025-01-02 07:21:36,2025-01-02 10:25:16,260,184,9,0,9,100.0,False,
exp060,system_03,rear,a06,15,prod_015_car_sa,car_sa,2025-01-02 06:06:00,2025-01-02 07:38:00,2025-01-02 11:53:14,347,255,9,0,9,100.0,False,
exp060,system_03,rear,a06,16,prod_016_car_sa,car_sa,2025-01-02 06:07:00,2025-01-02 09:46:48,2025-01-02 14:46:37,520,300,9,0,9,100.0,False,
exp060,system_03,rear,a06,17,prod_017_car_rd,car_rd,2025-01-03 06:00:00,2025-01-03 07:07:44,2025-01-03 12:06:01,366,298,8,0,8,100.0,False,
exp060,system_03,rear,a06,18,prod_018_car_rd,car_rd,2025-01-03 06:01:00,2025-01-03 07:17:28,2025-01-03 13:36:10,455,379,8,0,8,100.0,False,
exp060,system_03,rear,a06,19,prod_019_car_sa,car_sa,2025-01-03 06:02:00,2025-01-03 07:11:52,2025-01-03 09:18:23,196,127,9,0,9,100.0,False,
exp060,system_03,rear,a06,20,prod_020_car_sa,car_sa,2025-01-03 06:03:00,2025-01-03 07:21:36,2025-01-03 10:33:33,271,192,9,0,9,100.0,False,
exp060,system_03,rear,a06,21,prod_021_car_sa,car_sa,2025-01-03 06:04:00,2025-01-03 07:38:00,2025-01-03 11:26:17,322,228,9,0,9,100.0,False,
exp060,system_03,rear,a06,22,prod_022_car_rd,car_rd,2025-01-03 06:05:00,2025-01-03 07:27:12,2025-01-03 14:09:55,485,403,8,0,8,100.0,False,
exp060,system_03,rear,a06,23,prod_023_car_sa,car_sa,2025-01-03 06:06:00,2025-01-03 08:02:02,2025-01-03 13:02:24,416,300,9,0,9,100.0,False,
exp060,system_03,rear,a06,24,prod_024_car_sa,car_sa,2025-01-03 06:07:00,2025-01-03 09:46:45,2025-01-03 15:13:20,546,327,9,0,9,100.0,False,
exp060,system_03,rear,a06,25,prod_025_car_rd,car_rd,2025-01-04 06:00:00,2025-01-04 07:07:44,2025-01-04 12:05:42,366,298,8,0,8,100.0,False,
exp060,system_03,rear,a06,26,prod_026_car_rd,car_rd,2025-01-04 06:01:00,2025-01-04 07:17:28,2025-01-04 12:15:42,375,298,8,0,8,100.0,False,
exp060,system_03,rear,a06,27,prod_027_car_rd,car_rd,2025-01-04 06:02:00,2025-01-04 07:27:12,2025-01-04 12:25:42,384,298,8,0,8,100.0,False,
exp060,system_03,rear,a06,28,prod_028_car_rd,car_rd,2025-01-04 06:03:00,2025-01-04 07:39:20,2025-01-04 12:37:52,395,299,8,0,8,100.0,False,
exp060,system_03,rear,a06,29,prod_029_car_sa,car_sa,2025-01-04 06:04:00,2025-01-04 07:11:52,2025-01-04 10:58:48,295,227,9,0,9,100.0,False,
exp060,system_03,rear,a06,30,prod_030_car_rd,car_rd,2025-01-04 06:05:00,2025-01-04 07:56:18,2025-01-04 13:11:38,427,315,8,0,8,100.0,False,
exp060,system_03,rear,a06,31,prod_031_car_rd,car_rd,2025-01-04 06:06:00,2025-01-04 08:16:58,2025-01-04 13:45:24,459,328,8,0,8,100.0,False,
exp060,system_03,rear,a06,32,prod_032_car_sa,car_sa,2025-01-04 06:07:00,2025-01-04 07:21:36,2025-01-04 11:52:52,346,271,9,0,9,100.0,False,
exp060,system_03,rear,a06,33,prod_033_car_rd,car_rd,2025-01-05 06:00:00,2025-01-05 07:07:44,2025-01-05 12:03:14,363,296,8,0,8,100.0,False,
exp060,system_03,rear,a06,34,prod_034_car_rd,car_rd,2025-01-05 06:01:00,2025-01-05 07:17:28,2025-01-05 12:35:40,395,318,8,0,8,100.0,False,
exp060,system_03,rear,a06,35,prod_035_car_sa,car_sa,2025-01-05 06:02:00,2025-01-05 07:11:52,2025-01-05 09:29:06,207,137,9,0,9,100.0,False,
exp060,system_03,rear,a06,36,prod_036_car_sa,car_sa,2025-01-05 06:03:00,2025-01-05 07:21:36,2025-01-05 10:25:16,262,184,9,0,9,100.0,False,
exp060,system_03,rear,a06,37,prod_037_car_rd,car_rd,2025-01-05 06:04:00,2025-01-05 07:27:12,2025-01-05 13:09:26,425,342,8,0,8,100.0,False,
exp060,system_03,rear,a06,38,prod_038_car_sa,car_sa,2025-01-05 06:05:00,2025-01-05 07:38:00,2025-01-05 11:53:14,348,255,9,0,9,100.0,False,
