exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp094,system_05,sa_rd,a02,1,prod_001_car_sa,car_sa,2025-01-01 06:00:00,2025-01-01 07:06:00,2025-01-01 09:19:18,199,133,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,2,prod_002_car_hd,car_hd,2025-01-01 06:01:00,2025-01-01 07:10:08,2025-01-01 10:38:38,278,208,14,0,14,100.0,False,
exp094,system_05,sa_rd,a02,3,prod_003_car_tl,car_tl,2025-01-01 06:02:00,2025-01-01 07:15:44,2025-01-01 09:51:18,229,156,8,0,8,100.0,False,
exp094,system_05,sa_rd,a02,4,prod_004_car_sa,car_sa,2025-01-01 06:03:00,2025-01-01 07:19:52,2025-01-01 11:49:58,347,270,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 07:25:28,2025-01-01 12:30:38,387,305,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,6,prod_006_car_sa,car_sa,2025-01-01 06:05:00,2025-01-01 07:36:36,2025-01-01 11:20:38,316,224,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,7,prod_007_car_sa,car_sa,2025-01-01 06:06:00,2025-01-01 07:40:44,2025-01-01 12:38:38,393,298,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,8,prod_008_car_rd,car_rd,2025-01-01 06:07:00,2025-01-01 07:46:20,2025-01-01 10:46:38,280,180,8,0,8,100.0,False,
exp094,system_05,sa_rd,a02,9,prod_009_car_sa,car_sa,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 09:20:18,200,133,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:11:52,2025-01-02 09:10:18,189,118,8,0,8,100.0,False,
exp094,system_05,sa_rd,a02,11,prod_011_car_hd,car_hd,2025-01-02 06:02:00,2025-01-02 07:17:28,2025-01-02 11:04:18,302,227,14,0,14,100.0,False,
exp094,system_05,sa_rd,a02,12,prod_012_car_sa,car_sa,2025-01-02 06:03:00,2025-01-02 07:21:36,2025-01-02 11:48:18,345,267,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,13,prod_013_car_rd,car_rd,2025-01-02 06:04:00,2025-01-02 07:27:12,2025-01-02 12:20:58,377,294,8,0,8,100.0,False,
exp094,system_05,sa_rd,a02,14,prod_014_car_sa,car_sa,2025-01-02 06:05:00,2025-01-02 07:34:24,2025-01-02 11:20:58,316,227,9,0,9,100.0,False,
exp094,system_05,sa_rd,a02,15,prod_015_car_rd,car_rd,2025-01-02 06:06:00,2025-01-02 07:38:32,2025-01-02 10:51:38,286,193,8,0,8,100.0,False,
