exp_id,system,product_mix,automation_level,caseID,product_id,product_type,station_id,component_name,step_name,quality,start_time,end_time,process_duration
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_BOSP_1/2,BOSP,1.0,2025-01-01 07:12:04,2025-01-01 07:20:53,8.8
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_BOSP_1/2,BOSP,1.0,2025-01-01 07:16:56,2025-01-01 07:25:45,8.8
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_BOSP_1/2,BOSP,1.0,2025-01-01 07:21:48,2025-01-01 07:30:37,8.8
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_BOSP_2/2,BOSP,1.0,2025-01-01 07:21:53,2025-01-01 07:30:43,8.8
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_BOSP_1/2,BOSP,1.0,2025-01-01 07:26:40,2025-01-01 07:35:29,8.8
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_BOSP_2/2,BOSP,1.0,2025-01-01 07:26:45,2025-01-01 07:35:35,8.8
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_BOSP_2/2,BOSP,1.0,2025-01-01 07:31:37,2025-01-01 07:40:27,8.8
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_BAT,BAT,1.0,2025-01-01 07:31:43,2025-01-01 07:38:43,7.0
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_BOSP_2/2,BOSP,1.0,2025-01-01 07:36:29,2025-01-01 07:45:19,8.8
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_BAT,BAT,1.0,2025-01-01 07:36:35,2025-01-01 07:43:35,7.0
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_RT_1/2,RT,1.0,2025-01-01 07:39:43,2025-01-01 07:50:53,11.2
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_BAT,BAT,1.0,2025-01-01 07:41:27,2025-01-01 07:48:27,7.0
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_RT_1/2,RT,1.0,2025-01-01 07:44:35,2025-01-01 07:55:45,11.2
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_BAT,BAT,1.0,2025-01-01 07:46:19,2025-01-01 07:53:19,7.0
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_RT_1/2,RT,1.0,2025-01-01 07:49:27,2025-01-01 08:00:37,11.2
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_RT_2/2,RT,1.0,2025-01-01 07:51:53,2025-01-01 08:03:04,11.2
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_RT_1/2,RT,1.0,2025-01-01 07:54:19,2025-01-01 08:05:29,11.2
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_RT_2/2,RT,1.0,2025-01-01 07:56:45,2025-01-01 08:07:56,11.2
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_RT_2/2,RT,1.0,2025-01-01 08:01:37,2025-01-01 08:12:48,11.2
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_FT_1/2,FT,1.0,2025-01-01 08:04:04,2025-01-01 08:16:34,12.5
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_RT_2/2,RT,1.0,2025-01-01 08:06:29,2025-01-01 08:17:40,11.2
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_FT_1/2,FT,1.0,2025-01-01 08:08:56,2025-01-01 08:21:26,12.5
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_FT_1/2,FT,1.0,2025-01-01 08:13:48,2025-01-01 08:26:18,12.5
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,comp_001_FT_2/2,FT,1.0,2025-01-01 08:17:34,2025-01-01 08:30:04,12.5
exp009,system_02,hd,a00,4,prod_004_car_hd,car_hd,ws-04_S1toS8,comp_004_FT_1/2,FT,1.0,2025-01-01 08:18:40,2025-01-01 08:31:10,12.5
exp009,system_02,hd,a00,2,prod_002_car_hd,car_hd,ws-02_S1toS8,comp_002_FT_2/2,FT,1.0,2025-01-01 08:22:26,2025-01-01 08:34:56,12.5
exp009,system_02,hd,a00,3,prod_003_car_hd,car_hd,ws-03_S1toS8,comp_003_FT_2/2,FT,1.0,2025-01-01 08:27:18,2025-01-01 08:39:48,12.5
exp009,system_02,hd,a00,1,prod_001_car_hd,car_hd,ws-01_S1toS8,group_001_FRONT_AXIS_GROUP,FRONT_AXIS_GROUP,1.0,2025-01-01 08:31:04,2025-01-01 08:54:34,23.5
