exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp030,system_05,balanced,a02,1,prod_001_car_rd,car_rd,2025-01-01 06:00:00,2025-01-01 07:06:00,2025-01-01 09:00:36,181,115,8,0,8,100.0,False,
exp030,system_05,balanced,a02,2,prod_002_car_sa,car_sa,2025-01-01 06:01:00,2025-01-01 07:10:08,2025-01-01 09:33:56,213,144,9,0,9,100.0,False,
exp030,system_05,balanced,a02,3,prod_003_car_tl,car_tl,2025-01-01 06:02:00,2025-01-01 07:15:44,2025-01-01 10:17:16,255,182,8,0,8,100.0,False,
exp030,system_05,balanced,a02,4,prod_004_car_rd,car_rd,2025-01-01 06:03:00,2025-01-01 07:19:52,2025-01-01 11:46:36,344,267,8,0,8,100.0,False,
exp030,system_05,balanced,a02,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 07:25:28,2025-01-01 12:30:36,387,305,9,0,9,100.0,False,
exp030,system_05,balanced,a02,6,prod_006_car_hd,car_hd,2025-01-01 06:05:00,2025-01-01 07:33:36,2025-01-01 12:15:56,371,282,14,0,14,100.0,False,
exp030,system_05,balanced,a02,7,prod_007_car_rd,car_rd,2025-01-01 06:06:00,2025-01-01 07:37:44,2025-01-01 11:05:56,300,208,8,0,8,100.0,False,
exp030,system_05,balanced,a02,8,prod_008_car_tl,car_tl,2025-01-01 06:07:00,2025-01-01 07:43:20,2025-01-01 10:57:56,291,195,8,0,8,100.0,False,
exp030,system_05,balanced,a02,9,prod_009_car_sa,car_sa,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 09:20:18,200,133,9,0,9,100.0,False,
exp030,system_05,balanced,a02,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:11:52,2025-01-02 09:10:18,189,118,8,0,8,100.0,False,
exp030,system_05,balanced,a02,11,prod_011_car_hd,car_hd,2025-01-02 06:02:00,2025-01-02 07:17:28,2025-01-02 10:43:38,282,206,14,0,14,100.0,False,
exp030,system_05,balanced,a02,12,prod_012_car_tl,car_tl,2025-01-02 06:03:00,2025-01-02 07:21:36,2025-01-02 11:59:38,357,278,8,0,8,100.0,False,
exp030,system_05,balanced,a02,13,prod_013_car_tl,car_tl,2025-01-02 06:04:00,2025-01-02 07:27:12,2025-01-02 12:44:58,401,318,8,0,8,100.0,False,
exp030,system_05,balanced,a02,14,prod_014_car_hd,car_hd,2025-01-02 06:05:00,2025-01-02 07:34:24,2025-01-02 12:35:38,391,301,14,0,14,100.0,False,
