exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp086,system_02,sa_rd,a02,1,prod_001_car_sa,car_sa,2025-01-01 06:00:00,2025-01-01 07:06:00,2025-01-01 09:18:40,199,133,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,2,prod_002_car_hd,car_hd,2025-01-01 06:01:00,2025-01-01 07:10:08,2025-01-01 10:45:20,284,215,14,0,14,100.0,False,
exp086,system_02,sa_rd,a02,3,prod_003_car_tl,car_tl,2025-01-01 06:02:00,2025-01-01 07:15:44,2025-01-01 09:12:00,190,116,8,0,8,100.0,False,
exp086,system_02,sa_rd,a02,4,prod_004_car_sa,car_sa,2025-01-01 06:03:00,2025-01-01 07:19:52,2025-01-01 11:48:40,346,269,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 07:32:58,2025-01-01 11:19:20,315,226,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,6,prod_006_car_sa,car_sa,2025-01-01 06:05:00,2025-01-01 07:37:06,2025-01-01 12:34:31,390,297,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,7,prod_007_car_sa,car_sa,2025-01-01 06:06:00,2025-01-01 07:42:42,2025-01-01 10:34:00,268,171,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,8,prod_008_car_rd,car_rd,2025-01-01 06:07:00,2025-01-01 07:46:50,2025-01-01 12:26:00,379,279,8,0,8,100.0,False,
exp086,system_02,sa_rd,a02,9,prod_009_car_sa,car_sa,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 09:18:08,198,130,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:11:52,2025-01-02 09:10:08,189,118,8,0,8,100.0,False,
exp086,system_02,sa_rd,a02,11,prod_011_car_hd,car_hd,2025-01-02 06:02:00,2025-01-02 07:17:28,2025-01-02 10:55:28,293,218,14,0,14,100.0,False,
exp086,system_02,sa_rd,a02,12,prod_012_car_sa,car_sa,2025-01-02 06:03:00,2025-01-02 07:21:36,2025-01-02 11:54:08,351,273,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,13,prod_013_car_rd,car_rd,2025-01-02 06:04:00,2025-01-02 07:27:12,2025-01-02 11:05:28,301,218,8,0,8,100.0,False,
exp086,system_02,sa_rd,a02,14,prod_014_car_sa,car_sa,2025-01-02 06:05:00,2025-01-02 07:31:20,2025-01-02 11:13:28,308,222,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,15,prod_015_car_rd,car_rd,2025-01-02 06:06:00,2025-01-02 07:36:56,2025-01-02 12:26:48,381,290,8,0,8,100.0,False,
exp086,system_02,sa_rd,a02,16,prod_016_car_sa,car_sa,2025-01-02 06:07:00,2025-01-02 07:49:04,2025-01-02 12:54:07,407,305,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,17,prod_017_car_sa,car_sa,2025-01-03 06:00:00,2025-01-03 07:07:44,2025-01-03 09:22:08,202,134,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,18,prod_018_car_hd,car_hd,2025-01-03 06:01:00,2025-01-03 07:11:52,2025-01-03 10:39:28,278,208,14,0,14,100.0,False,
exp086,system_02,sa_rd,a02,19,prod_019_car_sa,car_sa,2025-01-03 06:02:00,2025-01-03 07:17:28,2025-01-03 09:30:08,208,133,9,0,9,100.0,False,
exp086,system_02,sa_rd,a02,20,prod_020_car_tl,car_tl,2025-01-03 06:03:00,2025-01-03 07:21:36,2025-01-03 11:56:48,354,275,8,0,8,100.0,False,
