exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp096,system_05,sa_rd,a06,1,prod_001_car_sa,car_sa,2025-01-01 06:00:00,2025-01-01 07:06:00,2025-01-01 08:56:38,177,111,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,2,prod_002_car_hd,car_hd,2025-01-01 06:01:00,2025-01-01 07:10:08,2025-01-01 10:08:38,248,178,14,0,14,100.0,False,
exp096,system_05,sa_rd,a06,3,prod_003_car_tl,car_tl,2025-01-01 06:02:00,2025-01-01 07:15:44,2025-01-01 10:48:38,287,213,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,4,prod_004_car_sa,car_sa,2025-01-01 06:03:00,2025-01-01 07:19:52,2025-01-01 12:08:38,366,289,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 07:25:28,2025-01-01 12:39:58,396,314,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,6,prod_006_car_sa,car_sa,2025-01-01 06:05:00,2025-01-01 07:36:36,2025-01-01 10:35:58,271,179,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,7,prod_007_car_sa,car_sa,2025-01-01 06:06:00,2025-01-01 07:40:44,2025-01-01 11:40:38,335,240,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,8,prod_008_car_rd,car_rd,2025-01-01 06:07:00,2025-01-01 07:46:20,2025-01-01 11:29:18,322,223,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,9,prod_009_car_sa,car_sa,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 09:00:58,181,113,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:11:52,2025-01-02 08:54:18,173,102,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,11,prod_011_car_hd,car_hd,2025-01-02 06:02:00,2025-01-02 07:17:28,2025-01-02 10:56:18,294,219,14,0,14,100.0,False,
exp096,system_05,sa_rd,a06,12,prod_012_car_sa,car_sa,2025-01-02 06:03:00,2025-01-02 07:21:36,2025-01-02 12:00:18,357,279,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,13,prod_013_car_rd,car_rd,2025-01-02 06:04:00,2025-01-02 07:27:12,2025-01-02 12:28:18,384,301,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,14,prod_014_car_sa,car_sa,2025-01-02 06:05:00,2025-01-02 07:34:24,2025-01-02 10:38:18,273,184,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,15,prod_015_car_rd,car_rd,2025-01-02 06:06:00,2025-01-02 07:38:32,2025-01-02 10:26:58,261,168,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,16,prod_016_car_sa,car_sa,2025-01-02 06:07:00,2025-01-02 07:44:08,2025-01-02 11:48:58,342,245,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,17,prod_017_car_sa,car_sa,2025-01-03 06:00:00,2025-01-03 07:07:44,2025-01-03 08:59:38,180,112,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,18,prod_018_car_hd,car_hd,2025-01-03 06:01:00,2025-01-03 07:11:52,2025-01-03 10:09:38,249,178,14,0,14,100.0,False,
exp096,system_05,sa_rd,a06,19,prod_019_car_sa,car_sa,2025-01-03 06:02:00,2025-01-03 07:17:28,2025-01-03 10:46:18,284,209,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,20,prod_020_car_tl,car_tl,2025-01-03 06:03:00,2025-01-03 07:21:36,2025-01-03 12:04:58,362,283,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,21,prod_021_car_sa,car_sa,2025-01-03 06:04:00,2025-01-03 07:27:12,2025-01-03 12:52:18,408,325,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,22,prod_022_car_sa,car_sa,2025-01-03 06:05:00,2025-01-03 07:34:24,2025-01-03 10:36:58,272,183,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,23,prod_023_car_hd,car_hd,2025-01-03 06:06:00,2025-01-03 07:38:32,2025-01-03 12:40:58,395,302,14,0,14,100.0,False,
exp096,system_05,sa_rd,a06,24,prod_024_car_rd,car_rd,2025-01-03 06:07:00,2025-01-03 07:44:08,2025-01-03 11:24:18,317,220,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,25,prod_025_car_tl,car_tl,2025-01-04 06:00:00,2025-01-04 07:07:44,2025-01-04 08:26:58,147,79,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,26,prod_026_car_sa,car_sa,2025-01-04 06:01:00,2025-01-04 07:11:52,2025-01-04 09:05:38,185,114,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,27,prod_027_car_sa,car_sa,2025-01-04 06:02:00,2025-01-04 07:17:28,2025-01-04 10:21:38,260,184,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,28,prod_028_car_sa,car_sa,2025-01-04 06:03:00,2025-01-04 07:21:36,2025-01-04 11:32:18,329,251,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,29,prod_029_car_hd,car_hd,2025-01-04 06:04:00,2025-01-04 07:27:12,2025-01-04 12:20:18,376,293,14,0,14,100.0,False,
exp096,system_05,sa_rd,a06,30,prod_030_car_rd,car_rd,2025-01-04 06:05:00,2025-01-04 07:34:24,2025-01-04 09:58:58,234,145,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,31,prod_031_car_sa,car_sa,2025-01-04 06:06:00,2025-01-04 07:38:32,2025-01-04 10:42:58,277,184,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,32,prod_032_car_rd,car_rd,2025-01-04 06:07:00,2025-01-04 07:44:08,2025-01-04 11:00:58,294,197,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,33,prod_033_car_rd,car_rd,2025-01-05 06:00:00,2025-01-05 07:07:44,2025-01-05 08:50:18,170,103,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,34,prod_034_car_tl,car_tl,2025-01-05 06:01:00,2025-01-05 07:11:52,2025-01-05 08:40:18,159,88,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,35,prod_035_car_sa,car_sa,2025-01-05 06:02:00,2025-01-05 07:17:28,2025-01-05 10:16:18,254,179,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,36,prod_036_car_rd,car_rd,2025-01-05 06:03:00,2025-01-05 07:21:36,2025-01-05 11:22:18,319,241,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,37,prod_037_car_rd,car_rd,2025-01-05 06:04:00,2025-01-05 07:27:12,2025-01-05 11:50:18,346,263,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,38,prod_038_car_sa,car_sa,2025-01-05 06:05:00,2025-01-05 07:34:24,2025-01-05 10:29:38,265,175,9,0,9,100.0,False,
exp096,system_05,sa_rd,a06,39,prod_039_car_tl,car_tl,2025-01-05 06:06:00,2025-01-05 07:38:32,2025-01-05 09:38:58,213,120,8,0,8,100.0,False,
exp096,system_05,sa_rd,a06,40,prod_040_car_sa,car_sa,2025-01-05 06:07:00,2025-01-05 07:44:08,2025-01-05 10:54:18,287,190,9,0,9,100.0,False,
