exp_id,system,product_mix,automation_level,caseID,product_id,product_type,created_time,shopfloor_entry_time,system_exit_time,lead_time,shopfloor_time,target_components,missing_components,disassembled_components,completion_rate,has_remains,remains_content
exp052,system_01,rear,a06,1,prod_001_car_sa,car_sa,2025-01-01 06:00:00,2025-01-01 07:06:00,2025-01-01 09:11:22,191,125,9,0,9,100.0,False,
exp052,system_01,rear,a06,2,prod_002_car_sa,car_sa,2025-01-01 06:01:00,2025-01-01 07:12:04,2025-01-01 10:17:34,257,186,9,0,9,100.0,False,
exp052,system_01,rear,a06,3,prod_003_car_sa,car_sa,2025-01-01 06:02:00,2025-01-01 07:17:04,2025-01-01 11:17:51,316,241,9,0,9,100.0,False,
exp052,system_01,rear,a06,4,prod_004_car_rd,car_rd,2025-01-01 06:03:00,2025-01-01 07:22:04,2025-01-01 11:52:20,349,270,8,0,8,100.0,False,
exp052,system_01,rear,a06,5,prod_005_car_sa,car_sa,2025-01-01 06:04:00,2025-01-01 07:54:07,2025-01-01 13:03:40,420,310,9,0,9,100.0,False,
exp052,system_01,rear,a06,6,prod_006_car_rd,car_rd,2025-01-01 06:05:00,2025-01-01 08:34:25,2025-01-01 13:27:37,443,293,8,0,8,100.0,False,
exp052,system_01,rear,a06,7,prod_007_car_rd,car_rd,2025-01-01 06:06:00,2025-01-01 09:16:26,2025-01-01 14:01:23,475,285,8,0,8,100.0,False,
exp052,system_01,rear,a06,8,prod_008_car_sa,car_sa,2025-01-01 06:07:00,2025-01-01 10:01:30,2025-01-01 15:04:48,538,303,9,0,9,100.0,False,
exp052,system_01,rear,a06,9,prod_009_car_rd,car_rd,2025-01-02 06:00:00,2025-01-02 07:07:44,2025-01-02 09:40:42,221,153,8,0,8,100.0,False,
exp052,system_01,rear,a06,10,prod_010_car_rd,car_rd,2025-01-02 06:01:00,2025-01-02 07:12:04,2025-01-02 10:06:02,245,174,8,0,8,100.0,False,
exp052,system_01,rear,a06,11,prod_011_car_sa,car_sa,2025-01-02 06:02:00,2025-01-02 07:17:04,2025-01-02 11:10:34,309,234,9,0,9,100.0,False,
exp052,system_01,rear,a06,12,prod_012_car_rd,car_rd,2025-01-02 06:03:00,2025-01-02 07:22:04,2025-01-02 11:46:54,344,265,8,0,8,100.0,False,
exp052,system_01,rear,a06,13,prod_013_car_rd,car_rd,2025-01-02 06:04:00,2025-01-02 08:02:44,2025-01-02 12:20:54,377,258,8,0,8,100.0,False,
exp052,system_01,rear,a06,14,prod_014_car_sa,car_sa,2025-01-02 06:05:00,2025-01-02 08:47:50,2025-01-02 13:20:38,436,273,9,0,9,100.0,False,
exp052,system_01,rear,a06,15,prod_015_car_sa,car_sa,2025-01-02 06:06:00,2025-01-02 09:31:18,2025-01-02 14:24:04,498,293,9,0,9,100.0,False,
exp052,system_01,rear,a06,16,prod_016_car_sa,car_sa,2025-01-02 06:07:00,2025-01-02 10:12:44,2025-01-02 15:27:29,560,315,9,0,9,100.0,False,
exp052,system_01,rear,a06,17,prod_017_car_rd,car_rd,2025-01-03 06:00:00,2025-01-03 07:07:44,2025-01-03 09:40:42,221,153,8,0,8,100.0,False,
exp052,system_01,rear,a06,18,prod_018_car_rd,car_rd,2025-01-03 06:01:00,2025-01-03 07:12:04,2025-01-03 10:04:42,244,173,8,0,8,100.0,False,
exp052,system_01,rear,a06,19,prod_019_car_sa,car_sa,2025-01-03 06:02:00,2025-01-03 07:17:04,2025-01-03 11:07:40,306,231,9,0,9,100.0,False,
exp052,system_01,rear,a06,20,prod_020_car_sa,car_sa,2025-01-03 06:03:00,2025-01-03 07:22:04,2025-01-03 12:22:54,380,301,9,0,9,100.0,False,
exp052,system_01,rear,a06,21,prod_021_car_sa,car_sa,2025-01-03 06:04:00,2025-01-03 08:02:44,2025-01-03 13:13:09,429,310,9,0,9,100.0,False,
exp052,system_01,rear,a06,22,prod_022_car_rd,car_rd,2025-01-03 06:05:00,2025-01-03 08:47:50,2025-01-03 13:46:55,462,299,8,0,8,100.0,False,
exp052,system_01,rear,a06,23,prod_023_car_sa,car_sa,2025-01-03 06:06:00,2025-01-03 09:31:18,2025-01-03 14:50:20,524,319,9,0,9,100.0,False,
exp052,system_01,rear,a06,24,prod_024_car_sa,car_sa,2025-01-03 06:07:00,2025-01-03 10:06:26,2025-01-03 15:53:45,587,347,9,0,9,100.0,False,
exp052,system_01,rear,a06,25,prod_025_car_rd,car_rd,2025-01-04 06:00:00,2025-01-04 07:07:44,2025-01-04 09:33:14,213,146,8,0,8,100.0,False,
exp052,system_01,rear,a06,26,prod_026_car_rd,car_rd,2025-01-04 06:01:00,2025-01-04 07:12:04,2025-01-04 10:04:54,244,173,8,0,8,100.0,False,
exp052,system_01,rear,a06,27,prod_027_car_rd,car_rd,2025-01-04 06:02:00,2025-01-04 07:17:04,2025-01-04 11:23:54,322,247,8,0,8,100.0,False,
exp052,system_01,rear,a06,28,prod_028_car_rd,car_rd,2025-01-04 06:03:00,2025-01-04 07:22:04,2025-01-04 11:47:23,344,265,8,0,8,100.0,False,
exp052,system_01,rear,a06,29,prod_029_car_sa,car_sa,2025-01-04 06:04:00,2025-01-04 08:02:44,2025-01-04 12:51:00,407,288,9,0,9,100.0,False,
exp052,system_01,rear,a06,30,prod_030_car_rd,car_rd,2025-01-04 06:05:00,2025-01-04 08:47:50,2025-01-04 13:23:20,438,276,8,0,8,100.0,False,
