exp_id,system,step_id,components,product_mix,automation_level,product_type,n_components,total_electricity,total_circularity,total_profit,total_revenue,total_cost,mean_electricity,mean_circularity,mean_profit,mean_revenue,mean_cost
exp014,system_02,2,BAT,balanced,a02,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp014,system_02,3,RT,balanced,a02,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp014,system_02,4,"CRE, FT",balanced,a02,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp015,system_02,1,BOSP,balanced,a04,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp015,system_02,2,BAT,balanced,a04,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp015,system_02,3,RT,balanced,a04,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp015,system_02,4,FT,balanced,a04,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp015,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a04,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp015,system_02,5_1_1,"FAX, SSA",balanced,a04,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp015,system_02,5_2_1,CHS,balanced,a04,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp015,system_02,5_2_2,"BSA, RAX_HD",balanced,a04,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp015,system_02,1,BOSP,balanced,a04,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp015,system_02,2,RT,balanced,a04,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp015,system_02,3,CORE,balanced,a04,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp015,system_02,4,"BSA, RAX_RD",balanced,a04,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp015,system_02,1,RT,balanced,a04,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp015,system_02,2,FT,balanced,a04,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp015,system_02,3,SSA,balanced,a04,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp015,system_02,4,"BSA, CSEB-NABS",balanced,a04,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp015,system_02,1,BOSP,balanced,a04,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp015,system_02,2,BAT,balanced,a04,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp015,system_02,3,RT,balanced,a04,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp015,system_02,4,"CRE, FT",balanced,a04,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp016,system_02,1,BOSP,balanced,a06,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp016,system_02,2,BAT,balanced,a06,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp016,system_02,3,RT,balanced,a06,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp016,system_02,4,FT,balanced,a06,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp016,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a06,car_hd,20,1.3,3673.0,86723.1,86960,236.9,0.06,183.65,4336.16,4348.0,11.84
exp016,system_02,5_1_1,"FAX, SSA",balanced,a06,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp016,system_02,5_2_1,CHS,balanced,a06,car_hd,10,1.1,2316.0,48511.1,48700,188.9,0.11,231.6,4851.11,4870.0,18.89
exp016,system_02,5_2_2,"BSA, RAX_HD",balanced,a06,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp016,system_02,1,BOSP,balanced,a06,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp016,system_02,2,RT,balanced,a06,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp016,system_02,3,CORE,balanced,a06,car_rd,10,1.1,3360.0,95461.1,95650,188.9,0.11,336.0,9546.11,9565.0,18.89
exp016,system_02,4,"BSA, RAX_RD",balanced,a06,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp016,system_02,1,RT,balanced,a06,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp016,system_02,2,FT,balanced,a06,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp016,system_02,3,SSA,balanced,a06,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp016,system_02,4,"BSA, CSEB-NABS",balanced,a06,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp016,system_02,1,BOSP,balanced,a06,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp016,system_02,2,BAT,balanced,a06,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp016,system_02,3,RT,balanced,a06,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp016,system_02,4,"CRE, FT",balanced,a06,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp017,system_03,1,BOSP,hd,a00,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp017,system_03,2,BAT,hd,a00,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp017,system_03,3,RT,hd,a00,car_hd,80,7.2,6336.0,179577.6,180880,1302.4,0.09,79.2,2244.72,2261.0,16.28
exp017,system_03,4,FT,hd,a00,car_hd,80,8.0,4328.0,165506.4,166960,1453.6,0.1,54.1,2068.83,2087.0,18.17
exp017,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a00,car_hd,80,8.0,14692.0,346468.0,347840,1372.0,0.1,183.65,4330.85,4348.0,17.15
exp017,system_03,5_1_1,"FAX, SSA",hd,a00,car_hd,120,18.15,1984.8,78165.75,81360,3194.25,0.15,16.54,651.38,678.0,26.62
exp017,system_03,5_2_1,CHS,hd,a00,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp017,system_03,5_2_2,"BSA, RAX_HD",hd,a00,car_hd,103,9.66,3095.39,90916.59,92577,1660.41,0.09,30.05,882.69,898.81,16.12
exp018,system_03,1,BOSP,hd,a02,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp018,system_03,2,BAT,hd,a02,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp018,system_03,3,RT,hd,a02,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp018,system_03,4,FT,hd,a02,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp018,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a02,car_hd,80,10.25,14692.0,346075.6,347840,1764.4,0.13,183.65,4325.94,4348.0,22.06
exp018,system_03,5_1_1,"FAX, SSA",hd,a02,car_hd,120,18.15,1984.8,78165.6,81360,3194.4,0.15,16.54,651.38,678.0,26.62
exp018,system_03,5_2_1,CHS,hd,a02,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp018,system_03,5_2_2,"BSA, RAX_HD",hd,a02,car_hd,78,7.28,2363.4,68844.62,70096,1251.38,0.09,30.3,882.62,898.67,16.04
exp019,system_03,1,BOSP,hd,a04,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp019,system_03,2,BAT,hd,a04,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp019,system_03,3,RT,hd,a04,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp019,system_03,4,FT,hd,a04,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp019,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a04,car_hd,80,8.0,14692.0,346468.0,347840,1372.0,0.1,183.65,4330.85,4348.0,17.15
exp019,system_03,5_1_1,"FAX, SSA",hd,a04,car_hd,120,13.35,1984.8,79095.2,81360,2264.8,0.11,16.54,659.13,678.0,18.87
exp019,system_03,5_2_1,CHS,hd,a04,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp019,system_03,5_2_2,"BSA, RAX_HD",hd,a04,car_hd,117,9.36,3545.1,103573.47,105144,1570.53,0.08,30.3,885.24,898.67,13.42
exp020,system_03,1,BOSP,hd,a06,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp020,system_03,2,BAT,hd,a06,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp020,system_03,3,RT,hd,a06,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp020,system_03,4,FT,hd,a06,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp020,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a06,car_hd,80,5.2,14692.0,346892.4,347840,947.6,0.06,183.65,4336.16,4348.0,11.84
exp020,system_03,5_1_1,"FAX, SSA",hd,a06,car_hd,120,13.35,1984.8,79095.2,81360,2264.8,0.11,16.54,659.13,678.0,18.87
exp020,system_03,5_2_1,CHS,hd,a06,car_hd,40,4.4,9264.0,194044.4,194800,755.6,0.11,231.6,4851.11,4870.0,18.89
exp020,system_03,5_2_2,"BSA, RAX_HD",hd,a06,car_hd,115,9.24,3458.99,101810.68,103361,1550.32,0.08,30.08,885.31,898.79,13.48
exp021,system_03,1,BOSP,balanced,a00,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp021,system_03,2,BAT,balanced,a00,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp021,system_03,3,RT,balanced,a00,car_hd,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp021,system_03,4,FT,balanced,a00,car_hd,20,2.0,1082.0,41376.6,41740,363.4,0.1,54.1,2068.83,2087.0,18.17
exp021,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a00,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp021,system_03,5_1_1,"FAX, SSA",balanced,a00,car_hd,30,3.6,496.2,19704.9,20340,635.1,0.12,16.54,656.83,678.0,21.17
exp021,system_03,5_2_1,CHS,balanced,a00,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp021,system_03,5_2_2,"BSA, RAX_HD",balanced,a00,car_hd,30,2.8,909.0,26478.7,26960,481.3,0.09,30.3,882.62,898.67,16.04
exp021,system_03,1,BOSP,balanced,a00,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp021,system_03,2,RT,balanced,a00,car_rd,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp021,system_03,3,CORE,balanced,a00,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp021,system_03,4,"BSA, RAX_RD",balanced,a00,car_rd,30,2.8,2899.8,61258.7,61740,481.3,0.09,96.66,2041.96,2058.0,16.04
exp021,system_03,1,RT,balanced,a00,car_sa,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp021,system_03,2,FT,balanced,a00,car_sa,20,2.0,1082.0,41376.6,41740,363.4,0.1,54.1,2068.83,2087.0,18.17
exp021,system_03,3,SSA,balanced,a00,car_sa,20,3.6,48.8,6666.4,7300,633.6,0.18,2.44,333.32,365.0,31.68
exp021,system_03,4,"BSA, CSEB-NABS",balanced,a00,car_sa,30,2.8,1866.0,41778.7,42260,481.3,0.09,62.2,1392.62,1408.67,16.04
exp021,system_03,1,BOSP,balanced,a00,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp021,system_03,2,BAT,balanced,a00,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp021,system_03,3,RT,balanced,a00,car_tl,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp021,system_03,4,"CRE, FT",balanced,a00,car_tl,30,2.0,1082.0,41375.1,41740,364.9,0.07,36.07,1379.17,1391.33,12.16
exp022,system_03,1,BOSP,balanced,a02,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp022,system_03,2,BAT,balanced,a02,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp022,system_03,3,RT,balanced,a02,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp022,system_03,4,FT,balanced,a02,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp022,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a02,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp022,system_03,5_1_1,"FAX, SSA",balanced,a02,car_hd,30,3.6,496.2,19704.9,20340,635.1,0.12,16.54,656.83,678.0,21.17
exp022,system_03,5_2_1,CHS,balanced,a02,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp022,system_03,5_2_2,"BSA, RAX_HD",balanced,a02,car_hd,30,2.8,909.0,26478.7,26960,481.3,0.09,30.3,882.62,898.67,16.04
exp022,system_03,1,BOSP,balanced,a02,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp022,system_03,2,RT,balanced,a02,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp022,system_03,3,CORE,balanced,a02,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp022,system_03,4,"BSA, RAX_RD",balanced,a02,car_rd,30,2.8,2899.8,61258.7,61740,481.3,0.09,96.66,2041.96,2058.0,16.04
exp022,system_03,1,RT,balanced,a02,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp022,system_03,2,FT,balanced,a02,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp022,system_03,3,SSA,balanced,a02,car_sa,20,3.6,48.8,6666.4,7300,633.6,0.18,2.44,333.32,365.0,31.68
exp022,system_03,4,"BSA, CSEB-NABS",balanced,a02,car_sa,30,2.8,1866.0,41778.7,42260,481.3,0.09,62.2,1392.62,1408.67,16.04
exp022,system_03,1,BOSP,balanced,a02,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp022,system_03,2,BAT,balanced,a02,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp022,system_03,3,RT,balanced,a02,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp022,system_03,4,"CRE, FT",balanced,a02,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp023,system_03,1,BOSP,balanced,a04,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp023,system_03,2,BAT,balanced,a04,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp023,system_03,3,RT,balanced,a04,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp023,system_03,4,FT,balanced,a04,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp023,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a04,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp023,system_03,5_1_1,"FAX, SSA",balanced,a04,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp023,system_03,5_2_1,CHS,balanced,a04,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp023,system_03,5_2_2,"BSA, RAX_HD",balanced,a04,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp023,system_03,1,BOSP,balanced,a04,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp023,system_03,2,RT,balanced,a04,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp023,system_03,3,CORE,balanced,a04,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp023,system_03,4,"BSA, RAX_RD",balanced,a04,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp023,system_03,1,RT,balanced,a04,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp023,system_03,2,FT,balanced,a04,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp023,system_03,3,SSA,balanced,a04,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp023,system_03,4,"BSA, CSEB-NABS",balanced,a04,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp023,system_03,1,BOSP,balanced,a04,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp023,system_03,2,BAT,balanced,a04,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp023,system_03,3,RT,balanced,a04,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp023,system_03,4,"CRE, FT",balanced,a04,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp024,system_03,1,BOSP,balanced,a06,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp024,system_03,2,BAT,balanced,a06,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp024,system_03,3,RT,balanced,a06,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp024,system_03,4,FT,balanced,a06,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp024,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a06,car_hd,20,1.3,3673.0,86723.1,86960,236.9,0.06,183.65,4336.16,4348.0,11.84
exp024,system_03,5_1_1,"FAX, SSA",balanced,a06,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp024,system_03,5_2_1,CHS,balanced,a06,car_hd,10,1.1,2316.0,48511.1,48700,188.9,0.11,231.6,4851.11,4870.0,18.89
exp024,system_03,5_2_2,"BSA, RAX_HD",balanced,a06,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp024,system_03,1,BOSP,balanced,a06,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp024,system_03,2,RT,balanced,a06,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp024,system_03,3,CORE,balanced,a06,car_rd,10,1.1,3360.0,95461.1,95650,188.9,0.11,336.0,9546.11,9565.0,18.89
exp024,system_03,4,"BSA, RAX_RD",balanced,a06,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp024,system_03,1,RT,balanced,a06,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp024,system_03,2,FT,balanced,a06,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp024,system_03,3,SSA,balanced,a06,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp024,system_03,4,"BSA, CSEB-NABS",balanced,a06,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp024,system_03,1,BOSP,balanced,a06,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp024,system_03,2,BAT,balanced,a06,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp024,system_03,3,RT,balanced,a06,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp024,system_03,4,"CRE, FT",balanced,a06,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp025,system_05,1,BOSP,hd,a00,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp025,system_05,2,BAT,hd,a00,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp025,system_05,3,RT,hd,a00,car_hd,80,7.2,6336.0,179577.6,180880,1302.4,0.09,79.2,2244.72,2261.0,16.28
exp025,system_05,4,FT,hd,a00,car_hd,80,8.0,4328.0,165506.4,166960,1453.6,0.1,54.1,2068.83,2087.0,18.17
exp025,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a00,car_hd,80,8.0,14692.0,346468.0,347840,1372.0,0.1,183.65,4330.85,4348.0,17.15
exp025,system_05,5_1_1,"FAX, SSA",hd,a00,car_hd,120,14.4,1984.8,78819.6,81360,2540.4,0.12,16.54,656.83,678.0,21.17
exp025,system_05,5_2_1,CHS,hd,a00,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp025,system_05,5_2_2,"BSA, RAX_HD",hd,a00,car_hd,120,11.2,3636.0,105914.8,107840,1925.2,0.09,30.3,882.62,898.67,16.04
exp026,system_05,1,BOSP,hd,a02,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp026,system_05,2,BAT,hd,a02,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp026,system_05,3,RT,hd,a02,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp026,system_05,4,FT,hd,a02,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp026,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a02,car_hd,80,8.0,14692.0,346468.0,347840,1372.0,0.1,183.65,4330.85,4348.0,17.15
exp026,system_05,5_1_1,"FAX, SSA",hd,a02,car_hd,120,14.4,1984.8,78819.6,81360,2540.4,0.12,16.54,656.83,678.0,21.17
exp026,system_05,5_2_1,CHS,hd,a02,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp026,system_05,5_2_2,"BSA, RAX_HD",hd,a02,car_hd,120,11.2,3636.0,105914.8,107840,1925.2,0.09,30.3,882.62,898.67,16.04
exp027,system_05,1,BOSP,hd,a04,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp027,system_05,2,BAT,hd,a04,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp027,system_05,3,RT,hd,a04,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp027,system_05,4,FT,hd,a04,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp027,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a04,car_hd,80,8.0,14692.0,346468.0,347840,1372.0,0.1,183.65,4330.85,4348.0,17.15
exp027,system_05,5_1_1,"FAX, SSA",hd,a04,car_hd,120,9.6,1984.8,79749.2,81360,1610.8,0.08,16.54,664.58,678.0,13.42
exp027,system_05,5_2_1,CHS,hd,a04,car_hd,40,6.8,9264.0,193590.8,194800,1209.2,0.17,231.6,4839.77,4870.0,30.23
exp027,system_05,5_2_2,"BSA, RAX_HD",hd,a04,car_hd,120,9.6,3636.0,106229.2,107840,1610.8,0.08,30.3,885.24,898.67,13.42
exp028,system_05,1,BOSP,hd,a06,car_hd,80,5.6,1007.2,60176.8,61200,1023.2,0.07,12.59,752.21,765.0,12.79
exp028,system_05,2,BAT,hd,a06,car_hd,40,2.4,8868.0,145673.2,146080,406.8,0.06,221.7,3641.83,3652.0,10.17
exp028,system_05,3,RT,hd,a06,car_hd,80,6.4,6336.0,179740.8,180880,1139.2,0.08,79.2,2246.76,2261.0,14.24
exp028,system_05,4,FT,hd,a06,car_hd,80,4.0,4328.0,166262.4,166960,697.6,0.05,54.1,2078.28,2087.0,8.72
exp028,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",hd,a06,car_hd,80,5.2,14692.0,346892.4,347840,947.6,0.06,183.65,4336.16,4348.0,11.84
exp028,system_05,5_1_1,"FAX, SSA",hd,a06,car_hd,120,9.6,1984.8,79749.2,81360,1610.8,0.08,16.54,664.58,678.0,13.42
exp028,system_05,5_2_1,CHS,hd,a06,car_hd,40,4.4,9264.0,194044.4,194800,755.6,0.11,231.6,4851.11,4870.0,18.89
