exp_id,system,step_id,components,product_mix,automation_level,product_type,n_components,total_electricity,total_circularity,total_profit,total_revenue,total_cost,mean_electricity,mean_circularity,mean_profit,mean_revenue,mean_cost
exp028,system_05,5_2_2,"BSA, RAX_HD",hd,a06,car_hd,120,9.6,3636.0,106229.2,107840,1610.8,0.08,30.3,885.24,898.67,13.42
exp029,system_05,1,BOSP,balanced,a00,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp029,system_05,2,BAT,balanced,a00,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp029,system_05,3,RT,balanced,a00,car_hd,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp029,system_05,4,FT,balanced,a00,car_hd,20,2.0,1082.0,41376.6,41740,363.4,0.1,54.1,2068.83,2087.0,18.17
exp029,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a00,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp029,system_05,5_1_1,"FAX, SSA",balanced,a00,car_hd,30,3.6,496.2,19704.9,20340,635.1,0.12,16.54,656.83,678.0,21.17
exp029,system_05,5_2_1,CHS,balanced,a00,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp029,system_05,5_2_2,"BSA, RAX_HD",balanced,a00,car_hd,30,2.8,909.0,26478.7,26960,481.3,0.09,30.3,882.62,898.67,16.04
exp029,system_05,1,BOSP,balanced,a00,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp029,system_05,2,RT,balanced,a00,car_rd,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp029,system_05,3,CORE,balanced,a00,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp029,system_05,4,"BSA, RAX_RD",balanced,a00,car_rd,30,2.8,2899.8,61258.7,61740,481.3,0.09,96.66,2041.96,2058.0,16.04
exp029,system_05,1,RT,balanced,a00,car_sa,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp029,system_05,2,FT,balanced,a00,car_sa,20,2.0,1082.0,41376.6,41740,363.4,0.1,54.1,2068.83,2087.0,18.17
exp029,system_05,3,SSA,balanced,a00,car_sa,20,3.6,48.8,6666.4,7300,633.6,0.18,2.44,333.32,365.0,31.68
exp029,system_05,4,"BSA, CSEB-NABS",balanced,a00,car_sa,30,2.8,1866.0,41778.7,42260,481.3,0.09,62.2,1392.62,1408.67,16.04
exp029,system_05,1,BOSP,balanced,a00,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp029,system_05,2,BAT,balanced,a00,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp029,system_05,3,RT,balanced,a00,car_tl,20,1.8,1584.0,44894.4,45220,325.6,0.09,79.2,2244.72,2261.0,16.28
exp029,system_05,4,"CRE, FT",balanced,a00,car_tl,30,2.0,1082.0,41375.1,41740,364.9,0.07,36.07,1379.17,1391.33,12.16
exp030,system_05,1,BOSP,balanced,a02,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp030,system_05,2,BAT,balanced,a02,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp030,system_05,3,RT,balanced,a02,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp030,system_05,4,FT,balanced,a02,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp030,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a02,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp030,system_05,5_1_1,"FAX, SSA",balanced,a02,car_hd,30,3.6,496.2,19704.9,20340,635.1,0.12,16.54,656.83,678.0,21.17
exp030,system_05,5_2_1,CHS,balanced,a02,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp030,system_05,5_2_2,"BSA, RAX_HD",balanced,a02,car_hd,30,2.8,909.0,26478.7,26960,481.3,0.09,30.3,882.62,898.67,16.04
exp030,system_05,1,BOSP,balanced,a02,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp030,system_05,2,RT,balanced,a02,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp030,system_05,3,CORE,balanced,a02,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp030,system_05,4,"BSA, RAX_RD",balanced,a02,car_rd,30,2.8,2899.8,61258.7,61740,481.3,0.09,96.66,2041.96,2058.0,16.04
exp030,system_05,1,RT,balanced,a02,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp030,system_05,2,FT,balanced,a02,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp030,system_05,3,SSA,balanced,a02,car_sa,20,3.6,48.8,6666.4,7300,633.6,0.18,2.44,333.32,365.0,31.68
exp030,system_05,4,"BSA, CSEB-NABS",balanced,a02,car_sa,30,2.8,1866.0,41778.7,42260,481.3,0.09,62.2,1392.62,1408.67,16.04
exp030,system_05,1,BOSP,balanced,a02,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp030,system_05,2,BAT,balanced,a02,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp030,system_05,3,RT,balanced,a02,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp030,system_05,4,"CRE, FT",balanced,a02,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp031,system_05,1,BOSP,balanced,a04,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp031,system_05,2,BAT,balanced,a04,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp031,system_05,3,RT,balanced,a04,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp031,system_05,4,FT,balanced,a04,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp031,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a04,car_hd,20,2.0,3673.0,86617.0,86960,343.0,0.1,183.65,4330.85,4348.0,17.15
exp031,system_05,5_1_1,"FAX, SSA",balanced,a04,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp031,system_05,5_2_1,CHS,balanced,a04,car_hd,10,1.7,2316.0,48397.7,48700,302.3,0.17,231.6,4839.77,4870.0,30.23
exp031,system_05,5_2_2,"BSA, RAX_HD",balanced,a04,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp031,system_05,1,BOSP,balanced,a04,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp031,system_05,2,RT,balanced,a04,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp031,system_05,3,CORE,balanced,a04,car_rd,10,1.7,3360.0,95347.7,95650,302.3,0.17,336.0,9534.77,9565.0,30.23
exp031,system_05,4,"BSA, RAX_RD",balanced,a04,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp031,system_05,1,RT,balanced,a04,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp031,system_05,2,FT,balanced,a04,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp031,system_05,3,SSA,balanced,a04,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp031,system_05,4,"BSA, CSEB-NABS",balanced,a04,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp031,system_05,1,BOSP,balanced,a04,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp031,system_05,2,BAT,balanced,a04,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp031,system_05,3,RT,balanced,a04,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp031,system_05,4,"CRE, FT",balanced,a04,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp032,system_05,1,BOSP,balanced,a06,car_hd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp032,system_05,2,BAT,balanced,a06,car_hd,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp032,system_05,3,RT,balanced,a06,car_hd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp032,system_05,4,FT,balanced,a06,car_hd,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp032,system_05,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",balanced,a06,car_hd,20,1.3,3673.0,86723.1,86960,236.9,0.06,183.65,4336.16,4348.0,11.84
exp032,system_05,5_1_1,"FAX, SSA",balanced,a06,car_hd,30,2.4,496.2,19937.3,20340,402.7,0.08,16.54,664.58,678.0,13.42
exp032,system_05,5_2_1,CHS,balanced,a06,car_hd,10,1.1,2316.0,48511.1,48700,188.9,0.11,231.6,4851.11,4870.0,18.89
exp032,system_05,5_2_2,"BSA, RAX_HD",balanced,a06,car_hd,30,2.4,909.0,26557.3,26960,402.7,0.08,30.3,885.24,898.67,13.42
exp032,system_05,1,BOSP,balanced,a06,car_rd,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp032,system_05,2,RT,balanced,a06,car_rd,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp032,system_05,3,CORE,balanced,a06,car_rd,10,1.1,3360.0,95461.1,95650,188.9,0.11,336.0,9546.11,9565.0,18.89
exp032,system_05,4,"BSA, RAX_RD",balanced,a06,car_rd,30,2.4,2899.8,61337.3,61740,402.7,0.08,96.66,2044.58,2058.0,13.42
exp032,system_05,1,RT,balanced,a06,car_sa,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp032,system_05,2,FT,balanced,a06,car_sa,20,1.0,1082.0,41565.6,41740,174.4,0.05,54.1,2078.28,2087.0,8.72
exp032,system_05,3,SSA,balanced,a06,car_sa,20,2.4,48.8,6898.8,7300,401.2,0.12,2.44,344.94,365.0,20.06
exp032,system_05,4,"BSA, CSEB-NABS",balanced,a06,car_sa,30,2.4,1866.0,41857.3,42260,402.7,0.08,62.2,1395.24,1408.67,13.42
exp032,system_05,1,BOSP,balanced,a06,car_tl,20,1.4,251.8,15044.2,15300,255.8,0.07,12.59,752.21,765.0,12.79
exp032,system_05,2,BAT,balanced,a06,car_tl,10,0.6,2217.0,36418.3,36520,101.7,0.06,221.7,3641.83,3652.0,10.17
exp032,system_05,3,RT,balanced,a06,car_tl,20,1.6,1584.0,44935.2,45220,284.8,0.08,79.2,2246.76,2261.0,14.24
exp032,system_05,4,"CRE, FT",balanced,a06,car_tl,30,1.0,1082.0,41564.1,41740,175.9,0.03,36.07,1385.47,1391.33,5.86
exp033,system_01,1,BOSP,front,a00,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp033,system_01,2,BAT,front,a00,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp033,system_01,3,RT,front,a00,car_hd,50,4.5,3960.0,112236.0,113050,814.0,0.09,79.2,2244.72,2261.0,16.28
exp033,system_01,4,FT,front,a00,car_hd,50,5.0,2705.0,103441.5,104350,908.5,0.1,54.1,2068.83,2087.0,18.17
exp033,system_01,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a00,car_hd,50,6.37,9182.5,216303.56,217400,1096.44,0.13,183.65,4326.07,4348.0,21.93
exp033,system_01,5_1_1,"FAX, SSA",front,a00,car_hd,75,11.25,1240.5,48869.85,50850,1980.15,0.15,16.54,651.6,678.0,26.4
exp033,system_01,5_2_1,CHS,front,a00,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp033,system_01,5_2_2,"BSA, RAX_HD",front,a00,car_hd,75,7.0,2272.5,66196.75,67400,1203.25,0.09,30.3,882.62,898.67,16.04
exp033,system_01,1,BOSP,front,a00,car_tl,30,2.85,377.7,22435.5,22950,514.5,0.1,12.59,747.85,765.0,17.15
exp033,system_01,2,BAT,front,a00,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp033,system_01,3,RT,front,a00,car_tl,30,2.7,2376.0,67341.6,67830,488.4,0.09,79.2,2244.72,2261.0,16.28
exp033,system_01,4,"CRE, FT",front,a00,car_tl,45,3.0,1623.0,62062.65,62610,547.35,0.07,36.07,1379.17,1391.33,12.16
exp034,system_01,1,BOSP,front,a02,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp034,system_01,2,BAT,front,a02,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp034,system_01,3,RT,front,a02,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp034,system_01,4,FT,front,a02,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp034,system_01,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a02,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp034,system_01,5_1_1,"FAX, SSA",front,a02,car_hd,75,11.25,1240.5,48869.85,50850,1980.15,0.15,16.54,651.6,678.0,26.4
exp034,system_01,5_2_1,CHS,front,a02,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp034,system_01,5_2_2,"BSA, RAX_HD",front,a02,car_hd,75,7.0,2272.5,66196.75,67400,1203.25,0.09,30.3,882.62,898.67,16.04
exp034,system_01,1,BOSP,front,a02,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp034,system_01,2,BAT,front,a02,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp034,system_01,3,RT,front,a02,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp034,system_01,4,"CRE, FT",front,a02,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp035,system_01,1,BOSP,front,a04,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp035,system_01,2,BAT,front,a04,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp035,system_01,3,RT,front,a04,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp035,system_01,4,FT,front,a04,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp035,system_01,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a04,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp035,system_01,5_1_1,"FAX, SSA",front,a04,car_hd,75,8.25,1240.5,49450.85,50850,1399.15,0.11,16.54,659.34,678.0,18.66
exp035,system_01,5_2_1,CHS,front,a04,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp035,system_01,5_2_2,"BSA, RAX_HD",front,a04,car_hd,75,6.0,2272.5,66393.25,67400,1006.75,0.08,30.3,885.24,898.67,13.42
exp035,system_01,1,BOSP,front,a04,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp035,system_01,2,BAT,front,a04,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp035,system_01,3,RT,front,a04,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp035,system_01,4,"CRE, FT",front,a04,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp036,system_01,1,BOSP,front,a06,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp036,system_01,2,BAT,front,a06,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp036,system_01,3,RT,front,a06,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp036,system_01,4,FT,front,a06,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp036,system_01,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a06,car_hd,50,3.25,9182.5,216807.75,217400,592.25,0.06,183.65,4336.16,4348.0,11.84
exp036,system_01,5_1_1,"FAX, SSA",front,a06,car_hd,75,8.25,1240.5,49450.85,50850,1399.15,0.11,16.54,659.34,678.0,18.66
exp036,system_01,5_2_1,CHS,front,a06,car_hd,25,2.75,5790.0,121277.75,121750,472.25,0.11,231.6,4851.11,4870.0,18.89
exp036,system_01,5_2_2,"BSA, RAX_HD",front,a06,car_hd,75,6.0,2272.5,66393.25,67400,1006.75,0.08,30.3,885.24,898.67,13.42
exp036,system_01,1,BOSP,front,a06,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp036,system_01,2,BAT,front,a06,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp036,system_01,3,RT,front,a06,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp036,system_01,4,"CRE, FT",front,a06,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp037,system_02,1,BOSP,front,a00,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp037,system_02,2,BAT,front,a00,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp037,system_02,3,RT,front,a00,car_hd,50,4.5,3960.0,112236.0,113050,814.0,0.09,79.2,2244.72,2261.0,16.28
exp037,system_02,4,FT,front,a00,car_hd,50,5.0,2705.0,103441.5,104350,908.5,0.1,54.1,2068.83,2087.0,18.17
exp037,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a00,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp037,system_02,5_1_1,"FAX, SSA",front,a00,car_hd,75,9.0,1240.5,49262.25,50850,1587.75,0.12,16.54,656.83,678.0,21.17
exp037,system_02,5_2_1,CHS,front,a00,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp037,system_02,5_2_2,"BSA, RAX_HD",front,a00,car_hd,75,7.0,2272.5,66196.75,67400,1203.25,0.09,30.3,882.62,898.67,16.04
exp037,system_02,1,BOSP,front,a00,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp037,system_02,2,BAT,front,a00,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp037,system_02,3,RT,front,a00,car_tl,30,2.7,2376.0,67341.6,67830,488.4,0.09,79.2,2244.72,2261.0,16.28
exp037,system_02,4,"CRE, FT",front,a00,car_tl,45,3.0,1623.0,62062.65,62610,547.35,0.07,36.07,1379.17,1391.33,12.16
exp038,system_02,1,BOSP,front,a02,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp038,system_02,2,BAT,front,a02,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp038,system_02,3,RT,front,a02,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp038,system_02,4,FT,front,a02,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp038,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a02,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp038,system_02,5_1_1,"FAX, SSA",front,a02,car_hd,75,9.0,1240.5,49262.25,50850,1587.75,0.12,16.54,656.83,678.0,21.17
exp038,system_02,5_2_1,CHS,front,a02,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp038,system_02,5_2_2,"BSA, RAX_HD",front,a02,car_hd,75,7.0,2272.5,66196.75,67400,1203.25,0.09,30.3,882.62,898.67,16.04
exp038,system_02,1,BOSP,front,a02,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp038,system_02,2,BAT,front,a02,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp038,system_02,3,RT,front,a02,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp038,system_02,4,"CRE, FT",front,a02,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp039,system_02,1,BOSP,front,a04,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp039,system_02,2,BAT,front,a04,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp039,system_02,3,RT,front,a04,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp039,system_02,4,FT,front,a04,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp039,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a04,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp039,system_02,5_1_1,"FAX, SSA",front,a04,car_hd,75,6.0,1240.5,49843.25,50850,1006.75,0.08,16.54,664.58,678.0,13.42
exp039,system_02,5_2_1,CHS,front,a04,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp039,system_02,5_2_2,"BSA, RAX_HD",front,a04,car_hd,75,6.0,2272.5,66393.25,67400,1006.75,0.08,30.3,885.24,898.67,13.42
exp039,system_02,1,BOSP,front,a04,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp039,system_02,2,BAT,front,a04,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp039,system_02,3,RT,front,a04,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp039,system_02,4,"CRE, FT",front,a04,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp040,system_02,1,BOSP,front,a06,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp040,system_02,2,BAT,front,a06,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp040,system_02,3,RT,front,a06,car_hd,50,4.0,3960.0,112338.0,113050,712.0,0.08,79.2,2246.76,2261.0,14.24
exp040,system_02,4,FT,front,a06,car_hd,50,2.5,2705.0,103914.0,104350,436.0,0.05,54.1,2078.28,2087.0,8.72
exp040,system_02,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a06,car_hd,50,3.25,9182.5,216807.75,217400,592.25,0.06,183.65,4336.16,4348.0,11.84
exp040,system_02,5_1_1,"FAX, SSA",front,a06,car_hd,75,6.0,1240.5,49843.25,50850,1006.75,0.08,16.54,664.58,678.0,13.42
exp040,system_02,5_2_1,CHS,front,a06,car_hd,25,2.75,5790.0,121277.75,121750,472.25,0.11,231.6,4851.11,4870.0,18.89
exp040,system_02,5_2_2,"BSA, RAX_HD",front,a06,car_hd,75,6.0,2272.5,66393.25,67400,1006.75,0.08,30.3,885.24,898.67,13.42
exp040,system_02,1,BOSP,front,a06,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp040,system_02,2,BAT,front,a06,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp040,system_02,3,RT,front,a06,car_tl,30,2.4,2376.0,67402.8,67830,427.2,0.08,79.2,2246.76,2261.0,14.24
exp040,system_02,4,"CRE, FT",front,a06,car_tl,45,1.5,1623.0,62346.15,62610,263.85,0.03,36.07,1385.47,1391.33,5.86
exp041,system_03,1,BOSP,front,a00,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
exp041,system_03,2,BAT,front,a00,car_hd,25,1.5,5542.5,91045.75,91300,254.25,0.06,221.7,3641.83,3652.0,10.17
exp041,system_03,3,RT,front,a00,car_hd,50,4.5,3960.0,112236.0,113050,814.0,0.09,79.2,2244.72,2261.0,16.28
exp041,system_03,4,FT,front,a00,car_hd,50,5.0,2705.0,103441.5,104350,908.5,0.1,54.1,2068.83,2087.0,18.17
exp041,system_03,5,"FRONT_AXIS_GROUP, REAR_AXIS_GROUP",front,a00,car_hd,50,5.0,9182.5,216542.5,217400,857.5,0.1,183.65,4330.85,4348.0,17.15
exp041,system_03,5_1_1,"FAX, SSA",front,a00,car_hd,75,9.0,1240.5,49262.25,50850,1587.75,0.12,16.54,656.83,678.0,21.17
exp041,system_03,5_2_1,CHS,front,a00,car_hd,25,4.25,5790.0,120994.25,121750,755.75,0.17,231.6,4839.77,4870.0,30.23
exp041,system_03,5_2_2,"BSA, RAX_HD",front,a00,car_hd,75,10.75,2272.5,65542.75,67400,1857.25,0.14,30.3,873.9,898.67,24.76
exp041,system_03,1,BOSP,front,a00,car_tl,30,2.1,377.7,22566.3,22950,383.7,0.07,12.59,752.21,765.0,12.79
exp041,system_03,2,BAT,front,a00,car_tl,15,0.9,3325.5,54627.45,54780,152.55,0.06,221.7,3641.83,3652.0,10.17
exp041,system_03,3,RT,front,a00,car_tl,30,2.7,2376.0,67341.6,67830,488.4,0.09,79.2,2244.72,2261.0,16.28
exp041,system_03,4,"CRE, FT",front,a00,car_tl,45,3.0,1623.0,62062.65,62610,547.35,0.07,36.07,1379.17,1391.33,12.16
exp042,system_03,1,BOSP,front,a02,car_hd,50,3.5,629.5,37610.5,38250,639.5,0.07,12.59,752.21,765.0,12.79
