exp_id,system,system_type,division_type,num_stations,product_mix,automation_level,hd_count,tl_count,sa_count,rd_count,total_cars,hd_depth,tl_depth,sa_depth,rd_depth,total_planned_components,depth_degree,S1_BOSP,S2_BAT,S3_RT,S4_FT,S5_FAXS,S6_SSA,S7_CHS,S8_BSA,automation_degree,auto_step_instances,delivery_days,cars_per_day,interarrival_time,schedule_file,system_file,hd_file,tl_file,sa_file,rd_file,opening_hour,closing_hour,num_weeks,IND01,IND02,IND03,IND04,IND05,IND06,IND01_in_threshold,IND02_in_threshold,IND03_in_threshold,IND04_in_threshold,IND05_in_threshold,IND06_in_threshold,threshold_violations,is_feasible,IND01_normalized,IND02_normalized,IND03_normalized,IND04_normalized,IND05_normalized,IND06_normalized
exp040,system_02,workshop,quantity,4,front,a06,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,2,2,2,2,0.64,310,5,8,1.0,sch_front_a06.json,system_02.json,car_hd_a06.json,car_tl_a06.json,,,7,17,1,36.4,25.99,4803.7,331.25,1012520,39024.7,True,False,True,True,True,True,1,False,0.71,-0.14,0.72,0.98,0.58,0.6
exp041,system_03,line,labor,5,front,a00,25,15,0,0,40,14,9,7,5,485,0.87,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_front_a00.json,system_03.json,car_hd_a00.json,car_tl_a00.json,,,7,17,1,52.2,30.3,6997.65,695.38,1012520,39024.7,True,True,True,True,True,True,0,True,0.33,0.01,0.32,0.89,0.58,0.6
exp042,system_03,line,labor,5,front,a02,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,1,1,1,0.33,160,5,8,1.0,sch_front_a02.json,system_03.json,car_hd_a02.json,car_tl_a02.json,,,7,17,1,47.4,27.29,6302.45,821.72,1012520,39024.7,True,False,True,True,True,True,1,False,0.45,-0.09,0.45,0.86,0.58,0.6
exp043,system_03,line,labor,5,front,a04,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,2,1,2,0.54,260,5,8,1.0,sch_front_a04.json,system_03.json,car_hd_a04.json,car_tl_a04.json,,,7,17,1,39.65,22.6,5218.95,626.08,1012520,39024.7,True,False,True,True,True,True,1,False,0.63,-0.25,0.64,0.91,0.58,0.6
exp044,system_03,line,labor,5,front,a06,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,2,2,2,2,0.64,310,5,8,1.0,sch_front_a06.json,system_03.json,car_hd_a06.json,car_tl_a06.json,,,7,17,1,36.4,20.8,4803.7,628.8,1012520,39024.7,True,False,True,True,True,True,1,False,0.71,-0.31,0.72,0.91,0.58,0.6
exp045,system_05,workshop,quantity,5,front,a00,25,15,0,0,40,14,9,7,5,485,0.87,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_front_a00.json,system_05.json,car_hd_a00.json,car_tl_a00.json,,,7,17,1,48.45,28.15,6502.65,346.65,1012520,39024.7,True,False,True,True,True,True,1,False,0.42,-0.06,0.41,0.98,0.58,0.6
exp046,system_05,workshop,quantity,5,front,a02,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,1,1,1,0.33,160,5,8,1.0,sch_front_a02.json,system_05.json,car_hd_a02.json,car_tl_a02.json,,,7,17,1,43.65,25.15,5807.45,333.75,1012520,39024.7,True,False,True,True,True,True,1,False,0.54,-0.16,0.54,0.98,0.58,0.6
exp047,system_05,workshop,quantity,5,front,a04,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,2,1,2,0.54,260,5,8,1.0,sch_front_a04.json,system_05.json,car_hd_a04.json,car_tl_a04.json,,,7,17,1,39.65,22.59,5218.95,325.08,1012520,39024.7,True,False,True,True,True,True,1,False,0.63,-0.25,0.64,0.98,0.58,0.6
exp048,system_05,workshop,quantity,5,front,a06,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,2,2,2,2,0.64,310,5,8,1.0,sch_front_a06.json,system_05.json,car_hd_a06.json,car_tl_a06.json,,,7,17,1,36.4,20.79,4803.7,321.12,1012520,39024.7,True,False,True,True,True,True,1,False,0.71,-0.31,0.72,0.98,0.58,0.6
exp049,system_01,line,labor,3,rear,a00,0,0,20,20,40,14,9,7,5,240,0.43,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_rear_a00.json,system_01.json,,,car_sa_a00.json,car_rd_a00.json,7,17,1,38.05,36.74,5093.0,527.92,708860,25352.8,True,True,True,True,True,True,0,True,0.67,0.23,0.66,0.93,0.12,0.1
exp050,system_01,line,labor,3,rear,a02,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,1,1,1,0.5,120,5,8,1.0,sch_rear_a02.json,system_01.json,,,car_sa_a02.json,car_rd_a02.json,7,17,1,35.25,33.79,4683.8,540.5,708860,25352.8,True,True,True,True,True,True,0,True,0.74,0.13,0.74,0.93,0.12,0.1
exp051,system_01,line,labor,3,rear,a04,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,2,1,2,0.83,200,5,8,1.0,sch_rear_a04.json,system_01.json,,,car_sa_a04.json,car_rd_a04.json,7,17,1,29.0,27.39,3797.2,395.6,708860,25352.8,True,False,True,True,True,True,1,False,0.89,-0.09,0.9,0.97,0.12,0.1
exp052,system_01,line,labor,3,rear,a06,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,2,2,2,2,0.83,200,5,8,1.0,sch_rear_a06.json,system_01.json,,,car_sa_a06.json,car_rd_a06.json,7,17,1,27.8,26.16,3625.6,380.2,708860,25352.8,True,False,True,True,True,True,1,False,0.92,-0.13,0.93,0.97,0.12,0.1
exp053,system_02,workshop,quantity,4,rear,a00,0,0,20,20,40,14,9,7,5,240,0.43,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_rear_a00.json,system_02.json,,,car_sa_a00.json,car_rd_a00.json,7,17,1,35.8,25.95,4796.0,284.02,708860,25352.8,True,False,True,True,True,True,1,False,0.73,-0.14,0.72,0.99,0.12,0.1
exp054,system_02,workshop,quantity,4,rear,a02,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,1,1,1,0.5,120,5,8,1.0,sch_rear_a02.json,system_02.json,,,car_sa_a02.json,car_rd_a02.json,7,17,1,33.0,23.74,4386.8,280.95,708860,25352.8,True,False,True,True,True,True,1,False,0.79,-0.21,0.79,0.99,0.12,0.1
exp055,system_02,workshop,quantity,4,rear,a04,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,2,1,2,0.83,200,5,8,1.0,sch_rear_a04.json,system_02.json,,,car_sa_a04.json,car_rd_a04.json,7,17,1,29.0,20.55,3797.2,271.25,708860,25352.8,True,False,True,True,True,True,1,False,0.89,-0.32,0.9,1.0,0.12,0.1
exp056,system_02,workshop,quantity,4,rear,a06,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,2,2,2,2,0.83,200,5,8,1.0,sch_rear_a06.json,system_02.json,,,car_sa_a06.json,car_rd_a06.json,7,17,1,27.8,19.62,3625.6,266.88,708860,25352.8,True,False,True,True,True,True,1,False,0.92,-0.35,0.93,1.0,0.12,0.1
exp057,system_03,line,labor,5,rear,a00,0,0,20,20,40,14,9,7,5,240,0.43,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_rear_a00.json,system_03.json,,,car_sa_a00.json,car_rd_a00.json,7,17,1,35.8,25.95,4796.0,520.58,708860,25352.8,True,False,True,True,True,True,1,False,0.73,-0.14,0.72,0.93,0.12,0.1
exp058,system_03,line,labor,5,rear,a02,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,1,1,1,0.5,120,5,8,1.0,sch_rear_a02.json,system_03.json,,,car_sa_a02.json,car_rd_a02.json,7,17,1,33.0,23.74,4386.8,484.0,708860,25352.8,True,False,True,True,True,True,1,False,0.79,-0.21,0.79,0.94,0.12,0.1
exp059,system_03,line,labor,5,rear,a04,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,2,1,2,0.83,200,5,8,1.0,sch_rear_a04.json,system_03.json,,,car_sa_a04.json,car_rd_a04.json,7,17,1,29.0,20.54,3797.2,379.32,708860,25352.8,True,False,True,True,True,True,1,False,0.89,-0.32,0.9,0.97,0.12,0.1
exp060,system_03,line,labor,5,rear,a06,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,2,2,2,2,0.83,200,5,8,1.0,sch_rear_a06.json,system_03.json,,,car_sa_a06.json,car_rd_a06.json,7,17,1,27.8,19.62,3625.6,378.62,708860,25352.8,True,False,True,True,True,True,1,False,0.92,-0.35,0.93,0.97,0.12,0.1
exp061,system_05,workshop,quantity,5,rear,a00,0,0,20,20,40,14,9,7,5,240,0.43,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_rear_a00.json,system_05.json,,,car_sa_a00.json,car_rd_a00.json,7,17,1,35.8,20.76,4796.0,286.65,708860,25352.8,True,False,True,True,True,True,1,False,0.73,-0.31,0.72,0.99,0.12,0.1
exp062,system_05,workshop,quantity,5,rear,a02,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,1,1,1,0.5,120,5,8,1.0,sch_rear_a02.json,system_05.json,,,car_sa_a02.json,car_rd_a02.json,7,17,1,33.0,19.0,4386.8,278.95,708860,25352.8,True,False,True,True,True,True,1,False,0.79,-0.37,0.79,1.0,0.12,0.1
exp063,system_05,workshop,quantity,5,rear,a04,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,2,1,2,0.83,200,5,8,1.0,sch_rear_a04.json,system_05.json,,,car_sa_a04.json,car_rd_a04.json,7,17,1,29.0,16.44,3797.2,269.73,708860,25352.8,True,False,True,True,True,True,1,False,0.89,-0.46,0.9,1.0,0.12,0.1
exp064,system_05,workshop,quantity,5,rear,a06,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,2,2,2,2,0.83,200,5,8,1.0,sch_rear_a06.json,system_05.json,,,car_sa_a06.json,car_rd_a06.json,7,17,1,27.8,15.69,3625.6,266.25,708860,25352.8,True,False,True,True,True,True,1,False,0.92,-0.48,0.93,1.0,0.12,0.1
exp065,system_01,line,labor,3,mixed,a00,0,15,15,10,40,14,9,7,5,290,0.52,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_mixed_a00.json,system_01.json,,car_tl_a00.json,car_sa_a00.json,car_rd_a00.json,7,17,1,33.95,32.95,4567.2,473.9,630860,22669.0,True,True,True,True,True,True,0,True,0.77,0.1,0.76,0.95,0.0,0.0
exp066,system_01,line,labor,3,mixed,a02,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,1,1,1,1,0.48,140,5,8,1.0,sch_mixed_a02.json,system_01.json,,car_tl_a02.json,car_sa_a02.json,car_rd_a02.json,7,17,1,27.9,26.83,3718.0,380.15,630860,22669.0,True,False,True,True,True,True,1,False,0.92,-0.11,0.91,0.97,0.0,0.0
exp067,system_01,line,labor,3,mixed,a04,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,1,2,1,2,0.66,190,5,8,1.0,sch_mixed_a04.json,system_01.json,,car_tl_a04.json,car_sa_a04.json,car_rd_a04.json,7,17,1,25.1,23.84,3305.5,362.7,630860,22669.0,True,False,True,True,True,True,1,False,0.99,-0.21,0.98,0.97,0.0,0.0
exp068,system_01,line,labor,3,mixed,a06,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,2,2,2,2,0.66,190,5,8,1.0,sch_mixed_a06.json,system_01.json,,car_tl_a06.json,car_sa_a06.json,car_rd_a06.json,7,17,1,24.5,23.22,3219.7,360.68,630860,22669.0,True,False,True,True,True,True,1,False,1.0,-0.23,1.0,0.97,0.0,0.0
exp069,system_02,workshop,quantity,4,mixed,a00,0,15,15,10,40,14,9,7,5,290,0.52,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_mixed_a00.json,system_02.json,,car_tl_a00.json,car_sa_a00.json,car_rd_a00.json,7,17,1,31.7,23.11,4270.2,278.2,630860,22669.0,True,False,True,True,True,True,1,False,0.83,-0.23,0.81,1.0,0.0,0.0
exp070,system_02,workshop,quantity,4,mixed,a02,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,1,1,1,1,0.48,140,5,8,1.0,sch_mixed_a02.json,system_02.json,,car_tl_a02.json,car_sa_a02.json,car_rd_a02.json,7,17,1,27.9,20.12,3718.0,268.08,630860,22669.0,True,False,True,True,True,True,1,False,0.92,-0.33,0.91,1.0,0.0,0.0
exp071,system_02,workshop,quantity,4,mixed,a04,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,1,2,1,2,0.66,190,5,8,1.0,sch_mixed_a04.json,system_02.json,,car_tl_a04.json,car_sa_a04.json,car_rd_a04.json,7,17,1,25.1,17.89,3305.5,263.7,630860,22669.0,True,False,True,True,True,True,1,False,0.99,-0.41,0.98,1.0,0.0,0.0
exp072,system_02,workshop,quantity,4,mixed,a06,0,15,15,10,40,14,9,7,5,290,0.52,1,1,2,2,2,2,2,2,0.66,190,5,8,1.0,sch_mixed_a06.json,system_02.json,,car_tl_a06.json,car_sa_a06.json,car_rd_a06.json,7,17,1,24.5,17.42,3219.7,261.25,630860,22669.0,True,False,True,True,True,True,1,False,1.0,-0.43,1.0,1.0,0.0,0.0
